lat,lng,type,name
-31.233426,-57.946622,PLAYAS,"Playa Perdices, Concordia"
-31.244398,-57.960098,PLAYAS,"Playas del Lago Salto Grande, Concordia"
-31.405169,-58.005306,PLAYAS,"Playa Los Sauces, Concordia"
-30.914597,-57.928348,PLAYAS,Playa de Santa Ana
-30.892558,-57.962657,PLAYAS,Playa de Chajari
-30.903624,-57.899197,PLAYAS,Playa de Santa Ana
-30.898091,-57.88852,PLAYAS,Playa de Santa Ana
-32.450417,-58.209313,PLAYAS,"Banco Pelay, Concepcion"
-32.473292,-58.213381,PLAYAS,"Playa La Toma, Concepcion"
-32.474831,-58.212029,PLAYAS,"Playa Stella Maris, Concepcion"
-32.488479,-58.209068,PLAYAS,"Playa Isla Cambacua, Concepcion"
-31.648358,-60.386451,PLAYAS,Playas de Villa Urquiza
-31.713766,-60.509262,PLAYAS,"Playas del Thompson, Paraná"
-31.716796,-60.533899,PLAYAS,"Playas del Parque Urquiza, Paraná"
-31.716796,-60.533899,PLAYAS,"Playas del Parque Urquiza, Paraná"
-32.009441,-60.647582,PLAYAS,Playas de Valle Maria
-32.050316,-60.636317,PLAYAS,Playas de Diamante
-33.010355,-58.504668,PLAYAS,"Playas del centro, Gualeguaychu"
-33.00591,-58.495506,PLAYAS,"Playas del centro, Gualeguaychu"
-33.067089,-58.388057,PLAYAS,"Balneario Ñandubaysal, Gualeguaychu"
-31.853502,-58.321352,SITIOS,Parque Nacional El Palmar
-32.121001,-60.633287,SITIOS,Parque Nacional Pre Delta
-31.718567,-60.530977,SITIOS,"Parque Urquiza, Paraná"
-31.712123,-60.547414,SITIOS,"Parque Nuevo, Paraná"
-31.719187,-60.534496,SITIOS,"Costanera Alta, Paraná"
-31.732876,-60.529561,SITIOS,"Plaza de Mayo, Paraná"
-31.731242,-60.529765,SITIOS,Peatonal Paraná
-31.709221,-60.502224,SITIOS,Tunel Subfluvial
-31.767216,-60.501237,SITIOS,"Parque Gazzano, Paraná"
-32.426902,-58.523667,SITIOS,"Palacio San Jose, Entre Rios"
-32.485239,-58.233023,SITIOS,Basilica Inmaculada Concepción
-32.484542,-58.232084,SITIOS,Plaza General Ramirez
-32.483637,-58.230835,SITIOS,Museo de Culturas Aborígenes Yuchan
-32.480253,-58.234182,SITIOS,Plaza San Martín
-32.496008,-58.22591,SITIOS,"Costanera Sur, Concepción del Uruguay"
-32.486868,-58.222157,SITIOS,Puerto de Concepción
-32.208426,-58.14742,TERMAS,Termas de Colón
-32.191712,-58.163896,TERMAS,Termas de San Jose
-32.127411,-58.438693,TERMAS,Termas de Villa Elisa
-32.393117,-58.274961,TERMAS,Termas de Concepcion del Uruguay
-33.016814,-58.481115,TERMAS,Termas del Gualeguaychu
-31.295806,-58.003135,TERMAS,Termas de Concordia
-30.97817,-57.929277,TERMAS,Termas de Federación
-30.757644,-59.65633,TERMAS,Termas de La Paz
-31.658313,-59.931321,TERMAS,Termas de Maria Grande
-32.64812,-60.123067,TERMAS,Termas de Victoria
-32.968095,-58.591869,TERMAS,Termas de Guaychu
